RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-05-01,0,2006357,0,2006357,46876,1775,1775
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-05-01,0,7988,0,7988,314,14,14
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-06-01,0,9184,0,9184,289,13,13
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-06-01,0,2205312,0,2205312,44921,1708,1708
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-07-01,0,-622437,0,-622437,3801,145,145
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-07-01,0,-15810,0,-15810,157,7,7
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-08-01,0,9286,0,9286,289,13,13
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-08-01,0,2223640,0,2223640,40258,1550,1550
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-09-01,0,4979,0,4979,214,10,10
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-09-01,0,2041079,0,2041079,40236,1536,1536
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-10-01,0,1745537,0,1745537,37751,1435,1435
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-10-01,0,5156,0,5156,264,12,12
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-11-01,0,5489,0,5489,214,10,10
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-11-01,0,1623253,0,1623253,37951,1441,1441
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2024-12-01,0,1453226,0,1453226,36037,1366,1366
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2024-12-01,0,4780,0,4780,214,10,10
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2025-01-01,0,2138138,0,2138138,37995,1449,1449
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,Mun,Consumption,Residential,2025-01-01,0,5284,0,5284,214,10,10
RESERMELLANDR1V500ZX,SPU,SPU,RES,ERMEL,LANDR1,500,X,Ermelo,Landrate 1,NonMun,Consumption,Residential,2025-02-01,0,1793944,0,1793944,39185,1469,1469
