0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2026-02-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2026-03-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2026-04-01,0,0,0,0,0,1,1
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-05-01,4802972,3207000,1254256,9264228,27200,8,8
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-06-01,3873734,2827188,1116838,7817760,27200,8,8
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-07-01,5164266,3798454,1489466,10452186,27200,8,8
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-08-01,7080368,5103630,1990180,14174178,27200,16,16
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-09-01,4449770,3433080,1443618,9326468,60000,8,8
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-10-01,8970784,5384088,2031092,16385964,60000,8,8
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-11-01,7794676,5962614,2425828,16183118,60000,10,10
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-12-01,7336090,5032468,1958748,14327306,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-01-01,5613188,3146812.1,1044422,9804422.1,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-02-01,8723916,6231770,2591246,17546932,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-03-01,8314810,5681446,2364100,16360356,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-04-01,9800022,5840558,2265646,17906226,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-05-01,9146638,5965172,2328554,17440364,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-06-01,8605844,6486542,2743568,17835954,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-07-01,8170784,5391888,2205712,15768384,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-08-01,7650432,5862072,2580376,16092880,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-09-01,9314390,6640062,2838574,18793026,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-10-01,9304648,6166460,2519632,17990740,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-11-01,9194298,6776290,2931430,18902018,60000,4,4
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-12-01,9229508,6313562,2483418,18026488,60000,2,2
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-01-01,9052938,5293906,2040696,16387540,60000,2,2
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-02-01,7114252,5439898,2374872,14929022,60000,2,2
6154102750.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-03-01,8295028,6118406,2548898,16962332,60000,6,6
6154102750.MEGAFLEX,LPU,Key Customer,IND,NULL,NULL,50066,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-04-01,9074130,5821322,2293226,17188678,60000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-05-01,4210839,2908904,1155216,8274959,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-06-01,3759724,3102604,1278287,8140615,15000,3,3
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-07-01,3572957,2742505,1115014,7430476,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-08-01,3814920,2615464,1030284,7460668,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-09-01,3732173,2929514,1196690,7858377,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-10-01,3863394,2627011,987521,7477926,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-11-01,3126437,2466724,1002747,6595908,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2024-12-01,3771202,2666688,1063600,7501490,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-01-01,3727372,2096199,820248,6643819,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-02-01,3302513,2491206,993515,6787234,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-03-01,3311648,2447583,1004380,6763611,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-04-01,3787728,2417333,888640,7093701,15000,2,2
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-05-01,3407998,2343470,870501,6621969,15000,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-06-01,3264286,2557900,1003034,6825220,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-07-01,1996852,1422825,509938,3929615,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-08-01,2668996,2210098,901194,5780288,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-09-01,3204099,2543913,1019174,6767186,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-10-01,3490124,2474484,919004,6883612,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-11-01,3156728,2525519,1020121,6702368,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2025-12-01,4835529,3258698,1193942,9288169,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-01-01,3695754,2748345,1116983,7561082,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-02-01,3129770,2574102,1040760,6744632,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-03-01,2616691,1918895,726640,5262226,18500,1,1
8274407383.MEGAFLEX,LPU,Key Customer,IND,ERMEL,NULL,66132,0,Ermelo,Megaflex,NonMun,Consumption,Industrial,2026-04-01,4213698,2918948,1094637,8227283,18500,1,1
