0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-05-01,-1190501,-900935,-335611,-2427047,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-06-01,-1832605,-1043996,-414889,-3291490,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-07-01,-1765120,-1301332,-489265,-3555717,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-08-01,-909604,-564806,-210241,-1684651,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-09-01,-393443,-269656,-88943,-752042,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-10-01,-291950,-182994,-59106,-534050,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-11-01,-39041,-16520,-7482,-63043,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2024-12-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-01-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-02-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-03-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-04-01,0,0,0,0,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-05-01,-604314,-444232,-168766,-1217312,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-06-01,-1890481,-1225214,-487871,-3603566,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-07-01,-1233793,-912648,-378227,-2524668,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-08-01,-2413594,-1557838,-617507,-4588939,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-09-01,-1519196,-1159133,-457141,-3135470,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-10-01,-1024029,-958477,-351660,-2334166,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-11-01,-1316696,-787450,-284060,-2388206,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2025-12-01,-98880,-116979,-44088,-259947,0,1,1
0404273851.GENWHE,LPU,Key Customer,IND,ERMEL,NULL,50066,0,Ermelo,Gen-wheeling urban,NonMun,Generator,Industrial,2026-01-01,0,0,0,0,0,1,1
